,大当り回数,時間,スタート回数
1,--,--,830
2,16,19:47,1
3,15,19:45,1
4,14,19:43,3
5,13,19:42,160
6,12,18:52,35
7,11,18:32,6
8,10,18:30,29
9,9,18:18,84
10,8,17:32,1
11,7,17:30,4
12,6,17:29,544
13,5,14:41,198
14,4,12:54,2
15,3,12:52,1
16,2,12:50,4
17,1,12:48,435
