,大当り回数,時間,スタート回数
1,--,--,495
2,13,19:24,391
3,12,17:47,1
4,11,17:45,1
5,10,17:43,1
6,9,17:41,4
7,8,17:40,106
8,7,16:57,328
9,6,15:02,247
10,5,13:51,88
11,4,12:44,4
12,3,12:43,39
13,2,11:49,25
14,1,11:40,323
