,大当り回数,時間,スタート回数
1,--,--,950
2,22,18:21,32
3,21,18:00,2
4,20,17:57,1
5,19,17:56,640
6,18,14:57,109
7,17,14:33,218
8,16,13:05,2
9,15,13:03,1
10,14,13:00,1
11,13,12:58,2
12,12,12:56,2
13,11,12:50,1
14,10,12:47,1
15,9,12:45,1
16,8,12:43,1
17,7,12:40,1
18,6,12:38,2
19,5,12:31,1
20,4,12:29,2
21,3,12:27,1
22,2,12:24,3
23,1,12:23,469
