,大当り回数,時間,スタート回数
1,--,--,13
2,19,19:25,951
3,18,15:29,2
4,17,15:27,5
5,16,15:26,472
6,15,12:25,4
7,14,12:24,122
8,13,11:51,1
9,12,11:49,1
10,11,11:47,2
11,10,11:45,1
12,9,11:43,1
13,8,11:41,1
14,7,11:39,1
15,6,11:38,1
16,5,11:36,1
17,4,11:34,1
18,3,11:32,3
19,2,11:31,141
20,1,10:36,156
