,大当り回数,時間,スタート回数
1,--,--,139
2,27,16:51,1
3,26,16:50,2
4,25,16:50,3
5,24,16:49,4
6,23,16:48,4
7,22,16:46,2
8,21,16:45,706
9,20,12:50,37
10,19,12:38,38
11,18,12:19,1
12,17,12:19,1
13,16,12:19,3
14,15,12:18,3
15,14,12:18,2
16,13,12:17,1
17,12,12:17,1
18,11,12:16,1
19,10,12:16,2
20,9,12:15,1
21,8,12:14,1
22,7,12:13,2
23,6,12:13,1
24,5,12:12,2
