,大当り回数,時間,スタート回数
1,--,--,74
2,40,20:24,27
3,39,20:22,8
4,38,20:20,21
5,37,20:19,5
6,36,20:17,87
7,35,20:15,5
8,34,20:13,2
9,33,20:12,30
10,32,20:10,261
11,31,20:05,33
12,30,20:03,4
13,29,20:01,21
14,28,19:58,23
15,27,19:54,68
16,26,19:39,15
17,25,19:35,78
18,24,19:27,474
19,23,17:38,117
20,22,17:00,102
21,21,16:02,30
22,20,16:00,44
23,19,15:58,68
24,18,15:56,29
