,大当り回数,時間,スタート回数
1,--,--,3
2,30,21:49,2
3,29,21:46,3
4,28,21:44,29
5,27,21:28,1
6,26,21:26,1
7,25,21:25,3
8,24,21:22,1
9,23,21:20,1
10,22,21:18,2
