,大当り回数,時間,スタート回数
1,--,--,44
2,28,22:06,1
3,27,22:04,1
4,26,22:02,3
5,25,21:59,1
6,24,21:57,117
7,23,21:13,57
8,22,20:48,2
9,21,20:46,41
10,20,20:29,1
