,大当り回数,時間,スタート回数
1,--,--,81
2,46,21:52,4
3,45,21:50,24
4,44,21:07,38
5,43,20:40,10
6,42,20:23,1
7,41,20:22,1
8,40,20:20,1
9,39,20:19,1
10,38,20:17,1
