,大当り回数,時間,スタート回数
1,--,--,46
2,11,21:46,252
3,10,20:27,1
4,9,20:25,728
5,8,17:21,1
6,7,17:19,2
7,6,17:16,2
8,5,17:14,1400
9,4,11:12,1
10,3,11:10,1
