,大当り回数,時間,スタート回数
1,--,--,139
2,14,22:05,248
3,13,20:46,216
4,12,19:53,1
5,11,19:51,2
6,10,19:49,388
7,9,18:02,2
8,8,17:59,1
9,7,17:57,85
10,6,17:27,80
