,大当り回数,時間,スタート回数
1,--,--,360
2,12,20:32,1
3,11,20:30,2
4,10,20:27,1
5,9,20:25,2
6,8,20:22,1
7,7,20:20,4
8,6,20:18,573
9,5,17:55,14
10,4,17:35,2
