,大当り回数,時間,スタート回数
1,--,--,285
2,12,20:55,1
3,11,20:53,1
4,10,20:51,1
5,9,20:49,3
6,8,20:48,236
7,7,19:38,173
8,6,18:48,1
9,5,18:47,170
10,4,17:47,1
11,3,17:45,1
12,2,17:43,952
13,1,13:06,706
