,大当り回数,時間,スタート回数
1,--,--,1
2,9,16:01,1
3,8,15:59,1
4,7,15:54,1
5,6,15:52,1
6,5,15:50,2
7,4,15:48,205
8,3,14:54,586
9,2,12:23,5
10,1,12:22,448
