,大当り回数,時間,スタート回数
1,--,--,264
2,45,19:38,1
3,44,19:36,1
4,43,19:34,1
5,42,19:32,1
6,41,19:30,1
7,40,19:28,1
8,39,19:26,1
9,38,19:25,1
10,37,19:23,1
11,36,19:21,1
12,35,19:19,1
13,34,19:17,2
14,33,19:16,74
15,32,18:55,68
16,31,18:35,44
17,30,18:12,457
18,29,16:09,335
19,28,14:43,5
20,27,14:42,70
21,26,13:43,1
22,25,13:41,1
23,24,13:39,1
24,23,13:38,1
