,大当り回数,時間,スタート回数
1,--,--,203
2,23,21:17,50
3,22,21:11,19
4,21,21:08,39
5,20,21:05,124
6,19,20:28,76
7,18,20:01,61
8,17,19:56,28
9,16,19:52,122
10,15,19:14,27
11,14,19:03,10
12,13,19:01,10
13,12,18:58,56
14,11,18:52,555
15,10,16:02,20
16,9,16:01,62
17,8,15:59,36
