,大当り回数,時間,スタート回数
1,--,--,58
2,33,22:14,28
3,32,22:10,61
4,31,21:49,597
5,30,18:48,290
6,29,17:20,97
7,28,17:18,48
8,27,17:16,28
9,26,17:14,16
10,25,17:13,5
11,24,17:11,114
12,23,17:08,6
13,22,17:07,17
14,21,17:04,12
15,20,17:01,15
16,19,16:58,464
17,18,15:16,16
