,大当り回数,時間,スタート回数
1,--,--,615
2,12,18:53,12
3,11,18:51,29
4,10,18:49,8
5,9,18:45,5
6,8,18:43,38
7,7,18:32,40
8,6,18:26,82
9,5,17:59,661
10,4,15:14,40
11,3,15:09,21
12,2,14:57,445
13,1,12:43,547
