,大当り回数,時間,スタート回数
1,--,--,1074
2,8,16:56,137
3,7,16:53,20
4,6,16:51,8
5,5,16:48,10
6,4,16:46,317
7,3,15:02,450
8,2,12:54,131
9,1,11:53,238
