,大当り回数,時間,スタート回数
1,--,--,1405
2,8,15:59,17
3,7,15:34,294
4,6,14:23,105
5,5,14:16,45
6,4,14:03,112
7,3,13:24,163
8,2,12:33,112
9,1,12:03,257
