,大当り回数,時間,スタート回数
1,--,--,109
2,34,20:23,1
3,33,20:22,1
4,32,20:20,2
5,31,20:17,1
6,30,20:16,2
7,29,20:15,184
8,28,19:16,1
9,27,19:15,1
10,26,19:13,1
11,25,19:11,3
12,24,19:10,49
13,23,18:50,92
14,22,18:17,1
15,21,18:16,233
16,20,16:51,5
17,19,16:50,354
18,18,13:29,1
19,17,13:27,1
20,16,13:25,1
21,15,13:23,2
22,14,13:21,1
23,13,13:19,5
24,12,13:18,157
