,大当り回数,時間,スタート回数
1,--,--,435
2,43,20:28,1
3,42,20:26,4
4,41,20:25,51
5,40,20:02,1
6,39,20:00,1
7,38,19:58,1
8,37,19:56,1
9,36,19:54,1
10,35,19:52,3
11,34,19:51,87
12,33,19:19,1
13,32,19:17,1
14,31,19:14,1
15,30,19:12,1
16,29,19:10,1
17,28,19:07,1
18,27,19:05,1
19,26,19:04,704
20,25,15:09,1
21,24,15:07,1
22,23,15:05,1
23,22,15:03,1
24,21,15:01,1
