,大当り回数,時間,スタート回数
1,--,--,151
2,24,13:28,77
3,23,13:19,96
4,22,12:45,111
5,21,12:24,30
6,20,12:23,32
7,19,12:20,3
8,18,12:19,12
9,17,12:15,27
10,16,12:10,38
11,15,12:09,10
12,14,12:07,76
13,13,12:04,44
14,12,12:02,8
15,11,12:01,56
16,10,11:59,20
17,9,11:58,23
