,大当り回数,時間,スタート回数
1,--,--,400
2,22,20:52,43
3,21,20:48,107
4,20,20:42,453
5,19,18:31,3
6,18,18:30,103
7,17,18:28,47
8,16,18:26,60
9,15,18:23,24
10,14,18:20,46
11,13,18:15,377
12,12,16:13,611
13,11,13:36,28
14,10,13:24,6
15,9,13:22,4
16,8,13:20,49
17,7,12:53,198
