,大当り回数,時間,スタート回数
1,--,--,190
2,28,21:27,23
3,27,21:24,27
4,26,21:21,14
5,25,21:18,168
6,24,20:01,71
7,23,19:32,35
8,22,19:30,17
9,21,19:26,3
10,20,19:23,75
11,19,18:57,31
12,18,18:55,17
13,17,18:53,32
14,16,18:52,42
15,15,18:49,101
16,14,18:45,20
17,13,18:43,1
