,大当り回数,時間,スタート回数
1,--,--,163
2,18,21:17,922
3,17,17:33,1
4,16,17:31,1
5,15,17:28,1
6,14,17:26,1
7,13,17:24,1
8,12,17:22,1
9,11,17:20,1
10,10,17:18,1
11,9,17:16,2
12,8,17:13,1
13,7,17:11,1
14,6,17:09,1
15,5,17:07,1
16,4,17:05,1
17,3,17:03,5
18,2,17:01,738
19,1,12:50,465
