,41,42,43,44,45,46,47,74,75,76,77,78,79,80
2022-10-01,,,,,,,,,,,,,,
2022-10-02,,,,,,,,,,,,,,
2022-10-03,,,,,,,,,,,,,,
2022-10-04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-10-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
