,大当り回数,時間,スタート回数
1,--,--,378
2,37,19:25,1
3,36,19:23,1
4,35,19:21,1
5,34,19:19,1
6,33,19:18,1
7,32,19:16,1
8,31,19:14,1
9,30,19:12,1
10,29,19:10,1
11,28,19:08,1
12,27,19:06,1
13,26,19:05,1
14,25,19:03,1
15,24,19:00,1
16,23,18:59,1
17,22,18:57,1
18,21,18:55,3
19,20,18:53,171
20,19,17:42,771
21,18,13:17,1
22,17,13:15,1
23,16,13:13,1
24,15,13:11,1
