,大当り回数,時間,スタート回数
1,--,--,33
2,28,21:10,1
3,27,21:08,1
4,26,21:06,5
5,25,21:05,515
6,24,18:35,3
7,23,18:33,194
8,22,17:31,122
9,21,16:59,397
10,20,14:56,1
11,19,14:44,1
12,18,14:42,3
13,17,14:29,427
14,16,11:50,75
15,15,11:16,1
16,14,11:13,3
17,13,11:10,1
18,12,11:09,1
19,11,11:06,1
20,10,11:05,1
21,9,11:02,1
22,8,11:01,1
23,7,10:53,1
24,6,10:51,1
