,大当り回数,時間,スタート回数
1,--,--,13
2,27,21:37,2
3,26,21:34,1
4,25,21:33,1
5,24,21:31,1
6,23,21:29,1
7,22,21:27,1
8,21,21:25,1
9,20,21:23,1
10,19,21:21,3
11,18,21:20,24
12,17,21:07,1
13,16,21:05,1
14,15,21:02,40
15,14,20:43,24
16,13,20:34,271
17,12,18:56,1
18,11,18:54,1
19,10,18:52,1
20,9,18:50,1
21,8,18:48,2
22,7,18:46,1
23,6,18:44,1
24,5,18:42,1
