,大当り回数,時間,スタート回数
1,--,--,199
2,25,20:36,9
3,24,20:34,10
4,23,20:33,5
5,22,20:31,46
6,21,20:27,38
7,20,20:24,965
8,19,16:03,21
9,18,16:01,54
10,17,15:59,43
11,16,15:57,15
12,15,15:56,47
13,14,15:54,9
14,13,15:53,23
15,12,15:51,24
16,11,15:50,126
17,10,15:46,25
18,9,15:44,81
19,8,15:39,7
20,7,15:37,112
21,6,14:51,57
22,5,14:49,21
23,4,14:46,35
24,3,14:41,481
