,大当り回数,時間,スタート回数
1,--,--,101
2,23,21:41,1
3,22,21:39,36
4,21,21:37,4
5,20,21:35,35
6,19,21:31,411
7,18,19:48,76
8,17,19:25,57
9,16,18:59,39
10,15,18:57,68
11,14,18:55,10
12,13,18:53,27
13,12,18:51,13
14,11,18:50,29
15,10,18:46,21
16,9,18:42,167
17,8,18:38,400
18,7,17:07,18
19,6,17:06,9
20,5,17:04,2
21,4,17:02,37
22,3,16:58,8
23,2,16:56,754
24,1,13:28,430
