,大当り回数,時間,スタート回数
1,--,--,234
2,51,20:20,10
3,50,20:19,24
4,49,20:17,7
5,48,20:16,41
6,47,20:13,11
7,46,20:10,18
8,45,20:07,25
9,44,20:00,39
10,43,19:58,1
11,42,19:57,16
12,41,19:55,4
13,40,19:53,9
14,39,19:50,156
15,38,18:16,350
16,37,16:47,7
17,36,16:45,4
18,35,16:43,22
19,34,16:41,32
20,33,16:40,150
21,32,16:36,20
22,31,16:34,45
23,30,16:32,51
24,29,16:30,2
