,大当り回数,時間,スタート回数
1,--,--,23
2,19,19:15,4
3,18,19:13,3
4,17,19:13,1
5,16,19:12,3
6,15,19:12,2
7,14,19:11,2
8,13,19:10,3
9,12,19:10,2
10,11,19:09,4
11,10,19:08,2
12,9,19:07,3
13,8,19:06,1
14,7,19:06,3
15,6,19:05,3
16,5,19:05,1
17,4,19:04,3
18,3,19:03,233
19,2,18:11,2
20,1,18:09,1072
