,大当り回数,時間,スタート回数
1,--,--,11
2,22,22:15,27
3,21,22:14,81
4,20,22:09,1
5,19,22:08,23
6,18,22:06,3
7,17,22:05,36
8,16,22:03,70
9,15,21:57,39
10,14,21:55,19
11,13,21:54,43
12,12,21:51,192
13,11,21:46,13
14,10,21:45,30
15,9,21:43,28
16,8,21:37,28
17,7,21:35,15
