,大当り回数,時間,スタート回数
1,--,--,68
2,16,21:17,228
3,15,20:26,165
4,14,18:56,131
5,13,18:25,190
6,12,17:11,7
7,11,17:09,7
8,10,17:06,7
9,9,17:04,268
10,8,15:45,90
11,7,15:43,7
12,6,15:41,31
13,5,15:37,36
14,4,15:33,552
15,3,11:54,13
16,2,11:50,29
17,1,11:48,280
