日付,お店,明日打つべきか,おすすめ台,予測機種の時間帯ベスト3,予測テーブルのベスト時間,明日の曜日のおすすめ時間,結果,実際の大当たり数
20211001,garo_rakuen_nannba,False,1186,"[20, 16, 19]","[17, 14, 15]","[16, 20, 19]",0,25
