日付,お店,明日打つべきか,おすすめ台,予測機種の時間帯ベスト3,予測テーブルのベスト時間,明日の曜日のおすすめ時間,結果,実際の大当たり数
20210908,garo_rakuen_nannba,True,1205.0,"[16, 20, 19]","[13, 18, 17]","[15, 13, 14]",0,10

