,大当り回数,時間,スタート回数
1,--,--,95
2,67,21:49,85
3,66,21:30,169
4,65,20:08,25
5,64,20:05,14
6,63,20:04,6
7,62,20:03,17
8,61,20:01,5
9,60,20:00,17
10,59,19:58,71
11,58,19:56,78
12,57,19:53,21
13,56,19:52,60
14,55,19:50,1
15,54,19:49,21
16,53,19:47,27
17,52,19:46,19
18,51,19:44,19
19,50,19:43,139
20,49,19:39,8
21,48,19:38,2
22,47,19:37,26
23,46,19:35,5
24,45,19:34,11
