,大当り回数,時間,スタート回数
1,--,--,132
2,17,19:05,154
3,16,17:50,288
4,15,16:45,19
5,14,16:42,8
6,13,16:39,431
7,12,14:06,87
8,11,13:50,18
9,10,13:48,21
10,9,13:47,5
11,8,13:45,89
12,7,13:43,9
13,6,13:42,39
14,5,13:39,23
15,4,13:34,8
16,3,13:31,2
17,2,13:29,62
18,1,13:11,404
