,大当り回数,時間,スタート回数
1,--,--,211
2,24,19:50,21
3,23,19:47,3
4,22,19:46,1076
5,21,14:10,645
6,20,11:14,4
7,19,11:12,2
8,18,11:11,34
9,17,11:10,4
10,16,11:08,47
11,15,11:06,37
12,14,11:04,1
13,13,11:02,5
14,12,10:59,5
15,11,10:55,12
16,10,10:54,3
17,9,10:52,62
18,8,10:50,2
19,7,10:49,26
20,6,10:48,48
21,5,10:46,10
22,4,10:45,27
23,3,10:42,53
24,2,10:37,7
