,大当り回数,時間,スタート回数
1,--,--,578
2,34,20:12,1
3,33,20:10,1
4,32,20:08,1
5,31,20:06,1
6,30,20:04,1
7,29,20:02,3
8,28,20:01,505
9,27,17:50,32
10,26,17:37,1
11,25,17:35,1
12,24,17:34,1
13,23,17:32,1
14,22,17:30,1
15,21,17:28,1
16,20,17:26,1
17,19,17:24,1
18,18,17:22,1
19,17,17:21,1
20,16,17:19,1
21,15,17:17,1
22,14,17:15,2
23,13,17:13,1
24,12,17:11,1
