,大当り回数,時間,スタート回数
1,--,--,46
2,12,21:06,224
3,11,19:17,133
4,10,18:38,420
5,9,16:47,25
6,8,16:44,18
7,7,16:41,12
8,6,16:34,1472
9,5,10:42,52
10,4,10:30,2
11,3,10:28,3
12,2,10:26,59
13,1,10:17,11
