,大当り回数,時間,スタート回数
1,--,--,8
2,59,22:46,34
3,58,22:45,28
4,57,22:43,126
5,56,22:40,3
6,55,22:38,5
7,54,22:37,123
8,53,22:33,115
9,52,22:27,3
10,51,22:26,19
11,50,22:24,46
12,49,22:22,27
13,48,22:19,14
14,47,22:18,109
15,46,22:11,14
16,45,22:09,33
17,44,22:05,50
18,43,21:59,138
19,42,21:42,240
20,41,19:18,10
21,40,19:17,48
22,39,19:15,188
23,38,19:10,36
24,37,19:08,9
