,大当り回数,時間,スタート回数
1,--,--,16
2,41,22:32,44
3,40,22:31,31
4,39,22:29,44
5,38,22:27,10
6,37,22:26,31
7,36,22:24,63
8,35,22:21,53
9,34,22:19,4
10,33,22:18,89
11,32,22:15,40
12,31,22:11,12
13,30,22:09,1487
14,29,16:10,186
15,28,14:46,8
16,27,14:44,64
17,26,14:42,56
