,大当り回数,時間,スタート回数
1,--,--,79
2,11,21:51,25
3,10,21:46,390
4,9,20:00,483
5,8,17:46,33
6,7,17:35,153
7,6,16:55,151
8,5,16:14,119
9,4,15:30,395
10,3,13:16,83
11,2,12:51,62
12,1,12:31,366
