,大当り回数,時間,スタート回数
1,--,--,15
2,21,22:25,29
3,20,22:22,41
4,19,21:31,17
5,18,21:28,27
6,17,21:23,32
7,16,21:15,417
8,15,19:13,430
9,14,17:29,18
10,13,17:26,332
11,12,16:02,32
12,11,16:00,26
13,10,15:59,12
14,9,15:58,48
15,8,15:55,15
16,7,15:53,88
17,6,15:46,228
