,大当り回数,時間,スタート回数
1,--,--,0
2,31,18:21,3
3,30,18:20,2
4,29,18:19,428
5,28,15:43,1
6,27,15:41,1
7,26,15:39,1
8,25,15:37,1
9,24,15:35,1
10,23,15:33,1
11,22,15:32,1
12,21,15:30,1
13,20,15:28,3
14,19,15:25,1
15,18,15:23,1
16,17,15:21,2
17,16,15:19,2
18,15,15:17,1
19,14,15:15,1
20,13,15:14,1
21,12,15:12,1
22,11,15:10,2
23,10,15:09,98
24,9,14:28,1
